DATA,MENSAGEM,CLIENTE,TIPO DE SERVIÇO,EDITOR,FREQUÊNCIA,Dias até o Alarme
2024-08-10,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,81
2024-08-11,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,82
2024-08-12,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,83
2024-08-13,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,84
2024-08-14,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,85
2024-08-15,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,86
2024-08-16,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,87
2024-08-17,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,88
2024-08-18,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,89
2024-08-19,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,90
2024-08-20,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,91
2024-08-21,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,92
2024-08-22,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,93
2024-08-23,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,94
2024-08-24,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,95
2024-08-25,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,96
2024-08-26,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,97
2024-08-27,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,98
2024-08-28,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,99
2024-08-29,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,100
2024-08-30,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,101
2024-08-31,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,102
2024-09-01,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,103
2024-09-02,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,104
2024-09-03,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,105
2024-09-04,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,106
2024-09-05,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,107
2024-09-06,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,108
2024-09-07,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,109
2024-09-08,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,110
2024-09-09,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,111
2024-09-10,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,112
2024-09-11,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,113
2024-09-12,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,114
2024-09-13,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,115
2024-09-14,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,116
2024-09-15,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,117
2024-09-16,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,118
2024-09-17,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,119
2024-09-18,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,120
2024-09-19,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,121
2024-09-20,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,122
2024-09-21,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,123
2024-09-22,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,124
2024-09-23,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,125
2024-09-24,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,126
2024-09-25,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,127
2024-09-26,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,128
2024-09-27,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,129
2024-09-28,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,130
2024-09-29,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,131
2024-09-30,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,132
2024-10-01,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,133
2024-10-02,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,134
2024-10-03,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,135
2024-10-04,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,136
2024-10-05,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,137
2024-10-06,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,138
2024-10-07,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,139
2024-10-08,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,140
2024-10-09,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,141
2024-10-10,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,142
2024-10-11,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,143
2024-10-12,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,144
2024-10-13,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,145
2024-10-14,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,146
2024-10-15,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,147
2024-10-16,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,148
2024-10-17,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,149
2024-10-18,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,150
2024-10-19,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,151
2024-10-20,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,152
2024-10-21,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,153
2024-10-22,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,154
2024-10-23,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,155
2024-10-24,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,156
2024-10-25,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,157
2024-10-26,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,158
2024-10-27,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,159
2024-10-28,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,160
2024-10-29,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,161
2024-10-30,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,162
2024-10-31,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,163
2024-11-01,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,164
2024-11-02,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,165
2024-11-03,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,166
2024-11-04,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,167
2024-11-05,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,168
2024-11-06,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,169
2024-11-07,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,170
2024-11-08,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,171
2024-11-09,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,172
2024-11-10,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,173
2024-11-11,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,174
2024-11-12,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,175
2024-11-13,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,176
2024-11-14,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,177
2024-11-15,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,178
2024-11-16,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,179
2024-11-17,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,180
2024-11-18,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,181
2024-11-19,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,182
2024-11-20,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,183
2024-11-21,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,184
2024-11-22,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,185
2024-11-23,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,186
2024-11-24,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,187
2024-11-25,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,188
2024-11-26,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,189
2024-11-27,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,190
2024-11-28,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,191
2024-11-29,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,192
2024-11-30,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,193
2024-12-01,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,194
2024-12-02,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,195
2024-12-03,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,196
2024-12-04,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,197
2024-12-05,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,198
2024-12-06,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,199
2024-12-07,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,200
2024-12-08,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,201
2024-12-09,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,202
2024-12-10,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,203
2024-12-11,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,204
2024-12-12,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,205
2024-12-13,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,206
2024-12-14,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,207
2024-12-15,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,208
2024-12-16,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,209
2024-12-17,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,210
2024-12-18,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,211
2024-12-19,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,212
2024-12-20,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,213
2024-12-21,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,214
2024-12-22,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,215
2024-12-23,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,216
2024-12-24,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,217
2024-12-25,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,218
2024-12-26,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,219
2024-12-27,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,220
2024-12-28,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,221
2024-12-29,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,222
2024-12-30,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,223
2024-12-31,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,224
2025-01-01,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,225
2025-01-02,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,226
2025-01-03,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,227
2025-01-04,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,228
2025-01-05,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,229
2025-01-06,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,230
2025-01-07,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,231
2025-01-08,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,232
2025-01-09,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,233
2025-01-10,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,234
2025-01-11,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,235
2025-01-12,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,236
2025-01-13,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,237
2025-01-14,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,238
2025-01-15,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,239
2025-01-16,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,240
2025-01-17,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,241
2025-01-18,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,242
2025-01-19,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,243
2025-01-20,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,244
2025-01-21,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,245
2025-01-22,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,246
2025-01-23,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,247
2025-01-24,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,248
2025-01-25,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,249
2025-01-26,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,250
2025-01-27,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,251
2025-01-28,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,252
2025-01-29,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,253
2025-01-30,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,254
2025-01-31,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,255
2025-02-01,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,256
2025-02-02,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,257
2025-02-03,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,258
2025-02-04,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,259
2025-02-05,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,260
2025-02-06,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,261
2025-02-07,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,262
2025-02-08,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,263
2025-02-09,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,264
2025-02-10,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,265
2025-02-11,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,266
2025-02-12,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,267
2025-02-13,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,268
2025-02-14,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,269
2025-02-15,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,270
2025-02-16,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,271
2025-02-17,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,272
2025-02-18,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,273
2025-02-19,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,274
2025-02-20,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,275
2025-02-21,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,276
2025-02-22,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,277
2025-02-23,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,278
2025-02-24,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,279
2025-02-25,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,280
2025-02-26,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,281
2025-02-27,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,282
2025-02-28,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,283
2025-03-01,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,284
2025-03-02,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,285
